id	filename	md5	size	state
705d4029-42b2-4e89-ba60-8f0e5d99c9ab	TCGA-A2-A0T1.7546B7FB-1976-4994-AFB7-6270382D44D7.PDF	bac2d922f852460505aa9440819d61d9	132926	validated
63581742-f6c1-4608-8eee-1bdb871616dc	TCGA-E2-A14V.DC8FD7C7-A908-4B90-860F-04984244167C.PDF	e442c7b91e3d21c1fc768f126e39e538	173004	validated
2c7145d5-5a2e-4ba2-a1e0-ae36de6016d0	TCGA-B6-A0IN.267F1EFD-AB89-4124-B803-00CC0E8E9CD2.PDF	359b78167de5d2a0e3cd8fdada439c42	203448	validated
7019a810-0edb-4684-a22d-8b938259d540	TCGA-E2-A10E.CFB8EE09-41D3-4A39-A4AE-4CDEC84BB9BC.PDF	aa46a77a30e01fcc8f915d34a2a37411	199236	validated
45387440-7ca7-4be3-bf40-5a50f619965c	TCGA-AO-A129.DD973A0E-3CC3-4ED7-BE2C-7E5E3C55032B.PDF	b42fd7bcacf4adb27996894dbac360bc	190159	validated
95cf4278-05ff-4159-8b7f-3a002a974759	TCGA-AC-A3W6.B52E150F-5B34-482A-84E7-1739B9AC09B7.PDF	a4eb726ba50cfd71f59e2d2aa373045d	99539	validated
394db5c7-b1b0-478e-80dd-d640eb37e468	TCGA-AC-A62V.BBA96852-E70C-4D37-A185-611F568BE90C.PDF	ef63297bc802c5f2f4756269701ef522	931168	validated
58101c76-9f11-416f-998a-cfd19d41f583	TCGA-BH-A0DT.C0AFC806-9F96-484F-BF40-89B26ABF8714.PDF	fd7e8cfc80960b4f8a26d74519f777b5	104337	validated
dba59e07-51d8-4db0-b1dc-19feebe0797b	TCGA-B6-A0WV.506BFD3B-240B-440E-B7A0-E596FC0B7F72.PDF	7ccd935611c43d6438ce790df66ef14f	102460	validated
7bc23630-2c4e-4acc-a26c-5362b2a54746	TCGA-A8-A084.6A49B3F9-6B43-4D74-A28B-C83BFE61EC7B.PDF	9463638415e721bc0d3665305dc16da9	54743	validated
9a66ebd4-6972-4af6-8716-9c84cb300ef7	TCGA-BH-A18V.066F2FDC-3AE5-45F8-B827-620E24677A1E.PDF	102e577493851ce9bf711f3d3d1aebb2	78743	validated
42dd4eea-b5af-4c8a-ab9d-c540a44de3ec	TCGA-A2-A0YI.CEFD12BB-1AF7-400D-8A84-49650DFDD8A5.PDF	edd8afd5cf7989c27d65750041fcbad7	257987	validated
ab7ddd72-37b8-45a5-b8fc-7c6addcfa6a6	TCGA-B6-A0RP.889D6E80-A656-49FA-9DFA-1674EB3877F6.PDF	dc9589aa4e0e6c19e9aa586ac3d02c46	252809	validated
8bc4d395-0cdb-43a5-98cd-ea829f9aa5a4	TCGA-E2-A15F.19360B66-C514-4EE1-ACD7-08873828133E.PDF	14cd987fd629e911e399a7ef7ba04154	171649	validated
8bb61127-ebb2-4aa1-ba01-7390f25d839e	TCGA-AC-A2BM.9F00B6F4-EE91-4A18-B533-127E39EF8554.PDF	c1952b10eb9312febcda004808a23e21	201312	validated
61f037c1-64d3-4178-a344-b830b05b5d2d	TCGA-C8-A130.3E24D3A0-9741-4635-89DB-EED4BA3F6AAA.PDF	64e43f2440722f7751dca79b79e5f51e	214634	validated
98be6cd2-39f1-476f-9401-c132b53ea2bd	TCGA-A2-A0CX.28AFD5DD-B607-4837-819F-688C9218ED06.PDF	2196485ed960b43ee228b2ae3885528c	177665	validated
748a80e1-64dc-4d60-8054-71c4fcde907e	TCGA-E2-A15A.744919EA-D97A-41A1-B1F3-70A2F972D9A7.PDF	1f8c4ef15818fb1f75c0edf82ff08aca	175160	validated
ae31549f-3777-4fef-ac66-e002b086d478	TCGA-BH-A0W3.801A4E2F-E26E-424F-BF42-CD0D9CD62BCE.PDF	8e6d1234b93e39fde01717912e68b3a9	142070	validated
80600476-d985-4aa9-a8c5-4e5cd3918935	TCGA-AC-A3QQ.07833A91-F827-4708-AECC-728C708F8E2D.PDF	e936aa85574b360a2e7c6d436642ba57	384041	validated
bcc25a58-4197-492d-acb5-2dc92355a562	TCGA-LL-A6FR.B18B184D-B7F1-4C4D-8DA2-D5ECF49749F6.PDF	88b230c1b03da42e31107ea959649cd8	265994	validated
f1bf71b6-7138-42cb-87f2-5278846a3d03	TCGA-E2-A572.5CED2FBF-42DB-4D17-95C0-DEAE27BBFD02.PDF	7c493422c269c843ec9c3fe0ddd686be	388311	validated
cbe5d34b-59bc-4815-971a-4257f5c8050b	TCGA-BH-A0B8.11E1BCE2-F246-4930-A97C-A14B34BCF840.PDF	6384c7a7ae37586731e7a9c18a991bd6	87719	validated
b6c85142-0ed7-46fc-b8b2-9f471f0881b1	TCGA-BH-A0HY.E57B4989-102F-44FD-8FB2-0627143FA904.PDF	6b59685e266e02d86f5130ec09f171ce	113390	validated
